ɹ	-	Duhumbi	1	k u ɹ	k u -
ŋ	-	Duhumbi	1	tʰ ɔ ŋ	tʰ ɔ -
ɛ	aj	Duhumbi	1	h ɛ	h aj
tʰ	t	Duhumbi	1	tʰ u ŋ	t ʰu ŋ
u	ʰu	Duhumbi	1	tʰ u ŋ	t ʰu ŋ
ə	u	Jerigaon	2	m ə	m u
ɔ	ɔː	Jerigaon	1	w ɔ	w ɔː
a	ɛˀ	Jerigaon	1	tɕʰ a	tɕʰ ɛˀ
eˀ	eː	Jerigaon	2	h eˀ	h eː
dʑ	dz	Jerigaon	1	dʑ i k	dz i k
-	n	Jerigaon	1	s a -	s a n
y	u	Jerigaon	1	tʰ y ŋ	tʰ u ŋ
ɔ̃	ɔ̃ː	Jerigaon	1	pʰ ɔ̃ ŋ	pʰ ɔ̃ː ŋ
ə	ɔ	Jerigaon	1	m ə	m ɔ
l	h	Jerigaon	1	l ɔː	h ɔː
ɛˀ	ɛː	Jerigaon	1	l ɛˀ	l ɛː
b	z	Jerigaon	1	b i ŋ	z i ŋ
ɔ	øˀ	Jerigaon	1	r ɔ p	r øˀ -
p	-	Jerigaon	1	r ɔ p	r øˀ -
ɔ	øː	Jerigaon	1	h ɔ	h øː
s	tɕʰ	Jerigaon	2	s eˀ	tɕʰ eˀ
ɔ	uˀ	Jerigaon	1	g ɔ	g uˀ
u	ɔ	Jerigaon	1	s u ŋ	tɕʰ ɔ ŋ
ĩˀ	ɛ̃ˀ	Jerigaon	1	ĩˀ	ɛ̃ˀ
e	yː	Jerigaon	1	z e	z yː
u	uˀ	Jerigaon	1	t u	t uˀ
ə	a	Jerigaon	1	l ə	l a
h	l	Jerigaon	1	h ɔ̃ː ŋ	l ũː ŋ
ɔ̃ː	ũː	Jerigaon	1	h ɔ̃ː ŋ	l ũː ŋ
n	r	Jerigaon	1	kʰ a n	kʰ a r
a	ɛ	Jerigaon	1	t a ŋ	t ɛ n
ŋ	n	Jerigaon	1	t a ŋ	t ɛ n
tɕʰ	tɕ	Jerigaon	1	tɕʰ ĩː	tɕ ĩː
ə	i	Jerigaon	1	m ə	m i
i	iˀ	Jerigaon	1	tɕʰ i	tɕʰ iˀ
y	i	Jerigaon	1	pʰ y ŋ	pʰ i ŋ
g	kʰ	Jerigaon	1	g y	kʰ a
y	a	Jerigaon	1	g y	kʰ a
s	dʑ	Jerigaon	1	s ɔ ŋ	dʑ y ŋ
ɔ	y	Jerigaon	1	s ɔ ŋ	dʑ y ŋ
ɔw	aw	Khispi	1	g ɔw	g aw
s	ɕ	Khispi	1	j ɛ s	j ɛ ɕ
ɛ	aj	Khispi	1	h ɛ	h aj
a	ej	Khispi	1	b a	b ej
ɕ	kʰ	Khispi	1	ɕ ow	kʰ aw
ow	aw	Khispi	1	ɕ ow	kʰ aw
ts	tɕʰ	Khispi	1	ts ɔ k	tɕʰ ɔ k
ŋ	n	Khispi	1	ɲ i ŋ	ɲ i n
tɕ	tɕʰ	Khispi	1	tɕ a k	tɕʰ a ʔ
k	ʔ	Khispi	1	tɕ a k	tɕʰ a ʔ
p	pʰ	Khispi	1	p a	pʰ a
-	k	Khispi	1	kʰ i -	kʰ i k
ej	i	Khispi	1	kʰ ej	kʰ i
s	d	Khispi	1	s u ŋ	d u ŋ
p	m	Khispi	1	b a p	b a m
b	d	Khispi	1	b u	d a
u	a	Khispi	1	b u	d a
ai	ɛ	Khoina	1	j ai ŋ	j ɛ ŋ
f	x	Khoina	1	f a ŋ	x a ŋ
ɛː	eː	Khoina	2	l ɛː	l eː
ũ	ɔ̃ː	Khoina	1	pʰ ũ ŋ	pʰ ɔ̃ː ŋ
tɕ	tɕʰ	Khoina	1	tɕ a ŋ	tɕʰ ɔː -
a	ɔː	Khoina	1	tɕ a ŋ	tɕʰ ɔː -
ŋ	-	Khoina	1	tɕ a ŋ	tɕʰ ɔː -
-	aː	Khoina	1	b -	b aː
ɔ	øˀ	Khoina	1	r ɔ p	r øˀ -
p	-	Khoina	1	r ɔ p	r øˀ -
g	l	Khoina	1	g u -	l uˀ -
u	uˀ	Khoina	1	g u -	l uˀ -
ɛ	ɐ̃ː	Khoina	1	x ɛ t	x ɐ̃ː -
t	-	Khoina	1	x ɛ t	x ɐ̃ː -
g	kʰ	Khoina	1	g ɔ	kʰ ɔˀ
ɔ	ɔˀ	Khoina	1	g ɔ	kʰ ɔˀ
ɛ̃	ɛ̃ː	Khoina	1	ɛ̃ n	ɛ̃ː n
ɔ̃ː	øˀ	Khoina	1	h ɔ̃ː	h øˀ
ɔ	ɔː	Khoina	2	kʰ ɔ	kʰ ɔː
y	i	Khoina	1	pʰ y ŋ	pʰ i ŋ
y	a	Khoina	1	g y	g a
s	dʑ	Khoina	1	s ɔ ŋ	dʑ y ŋ
ɔ	y	Khoina	1	s ɔ ŋ	dʑ y ŋ
ə	a	Khoina	1	m ə	m a
eˀ	ɛˀ	Khoina	1	j eˀ -	j ɛˀ -
j	tɕʰ	Khoina	1	j ɔ k	tɕʰ ɔ k
z	dz	Khoina	1	z ɛ n	dz ɛ n
ə	aː	Khoina	1	n ə	n aː
aː	a	Khoina	1	n aː -	n a n
-	n	Khoina	1	n aː -	n a n
yː	yˀ	Khoina	1	ʐ yː	ʐ yˀ
tsʰ	ʂ	Khoina	1	tsʰ ə	ʂ -
ə	-	Khoina	1	tsʰ ə	ʂ -
tsʰ	tɕʰ	Khoina	1	tsʰ ø n	tɕʰ ø n
ɛ̃ˀ	ĩː	Khoina	1	tɕ ɛ̃ˀ	tɕ ĩː
a	ɛː	Khoitam	1	n a	n ɛː
y	i	Khoitam	1	m y ŋ	m i ŋ
ə	u	Khoitam	2	s ə	s u
ts	s	Khoitam	1	ts a -	s a m
-	m	Khoitam	2	ts a -	s a m
b	z	Khoitam	1	b i ŋ	z i ŋ
ũː	ỹː	Khoitam	1	h ũː	h ỹː
eˀ	ɛˀ	Khoitam	1	tɕʰ eˀ	tɕʰ ɛˀ
s	g	Khoitam	1	s ɔ	g yˀ
ɔ	yˀ	Khoitam	1	s ɔ	g yˀ
s	tɕʰ	Khoitam	1	s u ŋ	tɕʰ ɔ ŋ
u	ɔ	Khoitam	1	s u ŋ	tɕʰ ɔ ŋ
ĩ	ĩː	Khoitam	1	ĩ n	ĩː n
ə	y	Khoitam	2	l ə	l y
ũ	ũː	Khoitam	1	l ũ ŋ	l ũː ŋ
ɔ	ɔː	Khoitam	1	kʰ ɔ	kʰ ɔː
u	ũ	Khoitam	1	k u ŋ	k ũ ŋ
j	tɕʰ	Khoitam	1	j ɔ k	tɕʰ ɔ k
u	i	Khoitam	2	r u ŋ	r i ŋ
r	l	Khoitam	1	r uː	l uː
tɕʰ	s	Khoitam	1	tɕʰ ɔ m	s ɔ m
ɛː	eː	Khoitam	1	kʰl ɛː	kʰl eː
ə	i	Khoitam	1	r ə	r i
yː	ɛ	Khoitam	1	tʰ yː -	tʰ ɛ m
pʰ	b	Khoitam	1	pʰ a ŋ	b a ŋ
ɔ̃	ɔˀ	Khoitam	1	j ɔ̃	j ɔˀ
kʰ	g	Rahung	1	kʰ u ŋ	g u ŋ
ɔ	oˀ	Rahung	1	j ɔ	j oˀ
l	tɕʰ	Rahung	1	l iː	tɕʰ iː
ə	u	Rahung	1	r ə ŋ	r u ŋ
a	ɛː	Rahung	1	b a	b ɛː
eˀ	ɛˀ	Rahung	1	tɕʰ eˀ	tɕʰ ɛˀ
n	m	Rahung	1	n ə	m ə
u	uˀ	Rahung	2	kʰ u	kʰ uˀ
g	k	Rahung	1	g ɔ	k uˀ
ɔ	uˀ	Rahung	1	g ɔ	k uˀ
s	tɕʰ	Rahung	1	s u ŋ	tɕʰ ɔ ŋ
u	ɔ	Rahung	1	s u ŋ	tɕʰ ɔ ŋ
ĩ	ĩː	Rahung	1	ĩ n	ĩː n
ə	aː	Rahung	1	l ə	l aː
l	n	Rahung	1	l ũ m	n ũː ŋ
ũ	ũː	Rahung	2	l ũ m	n ũː ŋ
m	ŋ	Rahung	1	l ũ m	n ũː ŋ
o	oː	Rahung	1	kʰ o	kʰ oː
u	uː	Rahung	2	k u ŋ	k uː -
ŋ	-	Rahung	2	k u ŋ	k uː -
ɔ	ɔˀ	Rahung	1	b ɔ p	b ɔˀ -
p	-	Rahung	1	b ɔ p	b ɔˀ -
pʰl	kʰl	Rahung	1	pʰl ɛː	kʰl eː
ɛː	eː	Rahung	1	pʰl ɛː	kʰl eː
u	y	Rahung	1	pʰ u ŋ	pʰ y ŋ
ɔ̃	ɔˀ	Rahung	1	j ɔ̃	j ɔˀ
yː	iː	Rahung	1	tɕʰ yː	tɕʰ iː
a	ə	Rahung	1	d a ŋ	d ə -
kʰ	g	Rupa	1	kʰ a	g -
a	-	Rupa	1	kʰ a	g -
y	iː	Rupa	1	m y ŋ	m iː -
ŋ	-	Rupa	2	m y ŋ	m iː -
u	ə	Rupa	1	s u	s ə
ũ	ũː	Rupa	2	pʰ ũ ŋ	pʰ ũː ŋ
ə	u	Rupa	1	l ə	l u
w	-	Rupa	1	w uː	- uː
g	k	Rupa	1	g ɔ	k yˀ
ɔ	yˀ	Rupa	1	g ɔ	k yˀ
s	tsʰ	Rupa	1	s u ŋ	tsʰ ɔ ŋ
u	ɔ	Rupa	1	s u ŋ	tsʰ ɔ ŋ
oː	a	Rupa	1	p oː	p a
n	r	Rupa	1	kʰ a n	kʰ a r
ŋ	m	Rupa	1	t a ŋ	t a m
u	ũ	Rupa	1	k u ŋ	k ũ ŋ
z	c	Rupa	1	z ɛ̃ˀ	c ĩː
ɛ̃ˀ	ĩː	Rupa	1	z ɛ̃ˀ	c ĩː
ə	ɛ	Rupa	1	tʰ ə -	tʰ ɛ m
-	m	Rupa	1	tʰ ə -	tʰ ɛ m
tɕʰ	tsʰ	Rupa	2	tɕʰ ũ ŋ	tsʰ ũː ŋ
yː	iː	Rupa	2	tɕʰ yː	tsʰ iː
a	ə	Rupa	1	d a ŋ	d ə -
ə	-	Shergaon	2	m ə	m -
j	-	Shergaon	1	j aw	- aw
u	i	Shergaon	1	m u ŋ	m i n
ŋ	n	Shergaon	3	m u ŋ	m i n
eˀ	eː	Shergaon	1	h eˀ	h eː
ɔ̃ː	oː	Shergaon	1	m ɔ̃ː	m oː
dʑ	z	Shergaon	1	dʑ i k	z i t
k	t	Shergaon	1	dʑ i k	z i t
ə	e	Shergaon	1	l ə	l e
-	m	Shergaon	2	s a -	s a m
ɔ̃	ɔ̃ː	Shergaon	4	pʰ ɔ̃ ŋ	pʰ ɔ̃ː ŋ
a	aː	Shergaon	1	b a	b aː
p	m	Shergaon	1	l a p	l a m
k	g	Shergaon	1	k a k	g a k
ɔ	u	Shergaon	1	tɕ ɔ k	tɕ u k
ɔ	a	Shergaon	1	w ɔ ŋ	w a ŋ
g	h	Shergaon	1	g u p	h ɔ p
u	ɔ	Shergaon	1	g u p	h ɔ p
ø	ɛ̃ː	Shergaon	1	h ø n	h ɛ̃ː n
eˀ	aˀ	Shergaon	1	tɕʰ eˀ	tɕʰ aˀ
w	-	Shergaon	1	w uː	- uˀ
uː	uˀ	Shergaon	2	w uː	- uˀ
g	k	Shergaon	1	g ɔ	k iˀ
ɔ	iˀ	Shergaon	1	g ɔ	k iˀ
pʰl	kʰl	Shergaon	1	pʰl i n	kʰl i ŋ
n	ŋ	Shergaon	1	pʰl i n	kʰl i ŋ
ɔː	oː	Shergaon	1	l ɔː	l oː
ĩˀ	ɛ̃ˀ	Shergaon	1	ĩˀ	ɛ̃ˀ
ɛ̃	ɛ̃ː	Shergaon	1	ɛ̃ n	ɛ̃ː n
e	iː	Shergaon	1	z e	z iː
u	uˀ	Shergaon	2	t u	t uˀ
ə	ɔ	Shergaon	1	l ə	l ɔ
ɔ̃	a	Shergaon	1	l ɔ̃ -	l a ŋ
-	ŋ	Shergaon	1	l ɔ̃ -	l a ŋ
dʑ	d	Shergaon	1	dʑ y	d ə
y	ə	Shergaon	1	dʑ y	d ə
ɲ	n	Shergaon	1	ɲ i	n ɛˀ
i	ɛˀ	Shergaon	1	ɲ i	n ɛˀ
kʰ	kʰr	Shergaon	1	kʰ i	kʰr iˀ
i	iˀ	Shergaon	1	kʰ i	kʰr iˀ
ə	u	Shergaon	1	m ə	m u
u	ũ	Shergaon	1	k u ŋ	k ũ ŋ
ɔˀ	eˀ	Shergaon	1	j ɔˀ	j eˀ
w	tɕʰ	Shergaon	1	w ɔ k	tɕʰ ɔ k
ə	ɛ	Shergaon	1	tʰ ə -	tʰ ɛ m
ɔ̃	ɔˀ	Shergaon	1	j ɔ̃	j ɔˀ
ŋ	-	Shergaon	2	tɕʰ ɔ̃ ŋ	tɕʰ ɔ̃ː -
u	iː	Shergaon	1	tɕʰ u	tɕʰ iː
aː	aˀ	Shergaon	1	t aː	t aˀ
p	t	Shergaon	1	g a p	g a t
tɕ	tɕʰ	Shergaon	1	tɕ a n	tɕʰ a n
n	m	Shergaon	1	r a n	r a m
